# AUTO-GENERATED by `lake exe scope-check --write` from docs/scope-tags.tsv and the
# kernel environment. Do not hand-edit. published = the weaker of a theorem's own
# (relation) tag and the model tags of the CflibsFormal definitions in its statement;
# PURE-MATH exempt (owner decision 2026-09-24; docs/conventions.md section 8).
# via = the tagged definitions that weakened it.
# module	name	kind	own	published	via
HeteroAtomicData.lean	nvP_slope_bias_eq_log	theorem	EXACT	REDUCED	lineIntensity
HeteroAtomicData.lean	olsSlope_aliasing_A	theorem	EXACT	REDUCED	lineIntensity
HeteroAtomicData.lean	olsSlope_aliasing_A_global	theorem	REDUCED	REDUCED	—
HeteroAtomicData.lean	olsSlope_aliasing_A_hetero	theorem	REDUCED	REDUCED	—
HeteroAtomicData.lean	relTransfer_mono	theorem	PURE-MATH	PURE-MATH	—
HeteroAtomicData.lean	temp_rel_error_atomicData_hetero	theorem	REDUCED	REDUCED	—
HydrogenStark.lean	densityFromHydrogenStark_recovers	theorem	REDUCED	REDUCED	—
HydrogenStark.lean	hydrogenStarkFWHM_injOn	theorem	PURE-MATH	PURE-MATH	—
HydrogenStark.lean	hydrogenStarkFWHM_pos	theorem	PURE-MATH	PURE-MATH	—
HydrogenStark.lean	hydrogenStarkFWHM_strictMonoOn	theorem	PURE-MATH	PURE-MATH	—
Identifiability.lean	density_identifiability	theorem	EXACT	REDUCED	lineIntensity
Identifiability.lean	electron_density_identifiability	theorem	EXACT	EXACT	—
Identifiability.lean	lineIntensity_ratio_closed_form	theorem	EXACT	REDUCED	lineIntensity
Identifiability.lean	temperature_degeneracy	theorem	EXACT	REDUCED	lineIntensity
Identifiability.lean	temperature_identifiability	theorem	EXACT	REDUCED	lineIntensity
Identifiability.lean	temperature_not_identifiable_of_degenerate	theorem	EXACT	REDUCED	lineIntensity
Identifiability.lean	temperature_ratio_near_degenerate	theorem	EXACT	REDUCED	lineIntensity
InhomogeneityBias.lean	apparentBeta_eq_homogeneous	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	apparentTemperature_ge	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	intercept_eq_log_total_homogeneous	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	intercept_le_log_total	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	logMixture_homogeneous	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	logMixture_secant_le	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	logMixture_secant_lt	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	logMixture_tangent_le	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	logMixture_tangent_lt	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	logMixture_zero	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	mixed_apparentBeta_antitone	theorem	REDUCED	REDUCED	—
InhomogeneityBias.lean	mixed_apparentBeta_le_tiltMean	theorem	REDUCED	REDUCED	—
InhomogeneityBias.lean	mixed_boltzmann_ordinate	theorem	REDUCED	REDUCED	—
InhomogeneityBias.lean	mixed_intercept_le_log_column	theorem	REDUCED	REDUCED	—
InhomogeneityBias.lean	mixture_pos	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	pairSlope_antitone	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	pairSlope_le_tiltMean	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	pairSlope_lt_tiltMean	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	pairSlope_pos	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	pairSlope_strictAnti	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	tiltMean_homogeneous	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	tiltMean_le_pairSlope	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	tiltWeight_exponent_sum	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	tiltWeight_mixture	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	tiltWeight_pos	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	tiltWeight_sum_one	theorem	PURE-MATH	PURE-MATH	—
InhomogeneityBias.lean	zoneWeight_pos	theorem	REDUCED	REDUCED	—
IntervalEnclosure.lean	normalMap_dist_le	theorem	PURE-MATH	PURE-MATH	—
IntervalEnclosure.lean	normalMap_epsilon_ball	theorem	PURE-MATH	PURE-MATH	—
IntervalEnclosure.lean	normalMap_lipschitzOnWith	theorem	PURE-MATH	PURE-MATH	—
IntervalEnclosure.lean	normalMap_one_one	theorem	PURE-MATH	PURE-MATH	—
IntervalEnclosure.lean	normalMap_one_zero	theorem	PURE-MATH	PURE-MATH	—
IntervalEnclosure.lean	normalMap_zero_one	theorem	PURE-MATH	PURE-MATH	—
IntervalEnclosure.lean	normalMap_zero_zero	theorem	PURE-MATH	PURE-MATH	—
Inverse.lean	PlasmaParams	def	REDUCED	REDUCED	—
Inverse.lean	general_identifiability	theorem	EXACT	REDUCED	PlasmaParams,lineIntensity
Inverse.lean	rawCompositionEstimator_sound	theorem	REDUCED	REDUCED	—
Inverse.lean	sound_estimators_agree	theorem	PURE-MATH	PURE-MATH	—
JointConvergence.lean	jointConvergence	theorem	REDUCED	REDUCED	—
JointIdentifiability.lean	joint_identifiability	theorem	EXACT	REDUCED	PlasmaParams,lineIntensity
LadenburgReiche.lean	equivWidth_lorentzianG_isEquivalent	theorem	EXACT	EXACT	—
LadenburgReiche.lean	equivWidth_lorentzianG_scaled	theorem	EXACT	EXACT	—
LadenburgReiche.lean	equivWidth_lorentzianG_sqrt_sharp	theorem	EXACT	EXACT	—
LadenburgReiche.lean	equivWidth_lorentzian_isEquivalent	theorem	EXACT	EXACT	—
LadenburgReiche.lean	lorentzianG_one	theorem	PURE-MATH	PURE-MATH	—
LadenburgReiche.lean	lorentzianG_pos	theorem	PURE-MATH	PURE-MATH	—
LeastSquaresFit.lean	leastSquaresFeasible_iff_exists	theorem	PURE-MATH	PURE-MATH	—
LeastSquaresFit.lean	leastSquaresResidual_eq_zero_iff	theorem	PURE-MATH	PURE-MATH	—
LeastSquaresFit.lean	leastSquaresResidual_nonneg	theorem	PURE-MATH	PURE-MATH	—
LeastSquaresFit.lean	ols_minimizer_eq_inverse	theorem	PURE-MATH	PURE-MATH	—
LeastSquaresFit.lean	ols_minimizes_rss	theorem	PURE-MATH	PURE-MATH	—
LeastSquaresFit.lean	residual_centered_dot_zero	theorem	PURE-MATH	PURE-MATH	—
LeastSquaresFit.lean	residual_dot_energy_zero	theorem	PURE-MATH	PURE-MATH	—
LeastSquaresFit.lean	residual_sum_zero	theorem	PURE-MATH	PURE-MATH	—
LeastSquaresFit.lean	rss_decomposition	theorem	PURE-MATH	PURE-MATH	—
LineBroadening.lean	deconvolveGaussian_quadrature	theorem	EXACT	EXACT	—
LineBroadening.lean	dopplerFWHM_pos	theorem	PURE-MATH	PURE-MATH	—
LineBroadening.lean	dopplerFWHM_strictMono_T	theorem	PURE-MATH	PURE-MATH	—
LineBroadening.lean	doppler_recovers	theorem	EXACT	EXACT	—
LineBroadening.lean	gaussQuadrature_comm	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	energySpreadCert_iff	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	energySpread_nonneg	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	exists_dOptimal_lineSet	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	exists_dOptimal_subset	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	fairCoins_integral	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	nonvacuity_dOptimal_fires	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	nonvacuity_energySpread_values	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	nonvacuity_rademacher_values	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	nonvacuity_variance_ratio_nine	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	nonvacuity_wider_pair_strictly_better	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	radNoise_mean	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	radNoise_memLp	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	radNoise_uncorr	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	radNoise_variance	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	slopeVariance_le_iff_spread_le	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	slopeVariance_le_of_spreadOn_ge	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	slopeVariance_le_of_spread_ge	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	slopeVariance_lt_of_spread_lt	theorem	PURE-MATH	PURE-MATH	—
LineSelection.lean	spreadOn_eq	theorem	PURE-MATH	PURE-MATH	—
MatrixEffects.lean	composition_le_recoveredComposition	theorem	EXACT	EXACT	—
MatrixEffects.lean	detectedDensity_le_totalDensity	theorem	PURE-MATH	PURE-MATH	—
MatrixEffects.lean	detectedDensity_univ	theorem	PURE-MATH	PURE-MATH	—
MatrixEffects.lean	homologousPair_ratio_closed_form	theorem	REDUCED	REDUCED	—
MatrixEffects.lean	homologousPair_ratio_perU_closed_form	theorem	EXACT	EXACT	—
MatrixEffects.lean	homologousPair_ratio_perU_temperature_invariant	theorem	REDUCED	REDUCED	—
MatrixEffects.lean	homologousPair_ratio_temperature_invariant	theorem	REDUCED	REDUCED	—
MatrixEffects.lean	inflationFactor_eq	theorem	EXACT	EXACT	—
MatrixEffects.lean	missingFraction_nonneg	theorem	PURE-MATH	PURE-MATH	—
MatrixEffects.lean	nonHomologousPair_ratio_temperature_dependent	theorem	REDUCED	REDUCED	—
MatrixEffects.lean	one_le_inflationFactor	theorem	EXACT	EXACT	—
MatrixEffects.lean	recoveredComposition_absolute_matrix_dependent	theorem	EXACT	EXACT	—
MatrixEffects.lean	recoveredComposition_eq_inflation	theorem	EXACT	EXACT	—
MatrixEffects.lean	recoveredComposition_ratio	theorem	EXACT	EXACT	—
MatrixEffects.lean	recoveredComposition_ratio_matrix_invariant	theorem	EXACT	EXACT	—
MatrixEffects.lean	recoveredComposition_sum_one	theorem	PURE-MATH	PURE-MATH	—
MatrixEffects.lean	recoveredComposition_univ	theorem	PURE-MATH	PURE-MATH	—
MatrixEffects.lean	recoveredDensityOfSpectrum_eq	theorem	EXACT	REDUCED	lineIntensity
MatrixEffects.lean	recovered_ratio_from_intensities	theorem	EXACT	REDUCED	lineIntensity
MatrixEffects.lean	sahaIonDensity_antitone	theorem	REDUCED	REDUCED	—
MatrixEffects.lean	sahaSplit_saha	theorem	REDUCED	REDUCED	—
MatrixEffects.lean	sahaSplit_sum	theorem	PURE-MATH	PURE-MATH	—
MatrixIonizationCoupling.lean	coupledNe_exists_lt_of_S_lt	theorem	REDUCED	REDUCED	—
MatrixIonizationCoupling.lean	coupledNe_le_of_Ntot_le	theorem	REDUCED	REDUCED	—
MatrixIonizationCoupling.lean	coupledNe_le_of_S_le	theorem	REDUCED	REDUCED	—
MatrixIonizationCoupling.lean	coupledNe_lt_of_Ntot_lt	theorem	REDUCED	REDUCED	—
MatrixIonizationCoupling.lean	coupledNe_lt_of_S_lt	theorem	REDUCED	REDUCED	—
MatrixIonizationCoupling.lean	envelope_ionization_matrix_shift	theorem	REDUCED	REDUCED	—
MatrixIonizationCoupling.lean	multiElementIonized_le_of_Ntot_le	theorem	PURE-MATH	PURE-MATH	—
MatrixIonizationCoupling.lean	multiElementIonized_le_of_S_le	theorem	PURE-MATH	PURE-MATH	—
MatrixIonizationCoupling.lean	multiElementIonized_lt_of_Ntot_lt	theorem	PURE-MATH	PURE-MATH	—
MatrixIonizationCoupling.lean	multiElementIonized_lt_of_S_lt	theorem	PURE-MATH	PURE-MATH	—
MultiSpecies.lean	deNormalizedDensity_eq_deNormalizedDensityPerU	theorem	PURE-MATH	PURE-MATH	—
MultiSpecies.lean	deNormalized_lineIntensity	theorem	EXACT	REDUCED	lineIntensity
MultiSpecies.lean	deNormalized_lineIntensity_ofPerU	theorem	EXACT	REDUCED	lineIntensity
MultiSpecies.lean	deNormalized_lineIntensity_perU	theorem	EXACT	EXACT	—
MultiSpecies.lean	density_ratio_from_intensities	theorem	EXACT	REDUCED	lineIntensity
MultiSpecies.lean	density_ratio_from_intensities_ofPerU	theorem	EXACT	REDUCED	lineIntensity
MultiSpecies.lean	density_ratio_from_intensities_perU	theorem	EXACT	EXACT	—
MultiSpecies.lean	lineIntensity_eq_lineIntensityPerU	theorem	PURE-MATH	PURE-MATH	—
MultiSpecies.lean	speciesComposition_mem_stdSimplex	theorem	EXACT	EXACT	—
MultiSpecies.lean	speciesComposition_ratio	theorem	PURE-MATH	PURE-MATH	—
MultiSpecies.lean	speciesComposition_ratio_from_intensities_perU	theorem	EXACT	EXACT	—
MultiSpecies.lean	speciesComposition_sum_one	theorem	EXACT	EXACT	—
NoiseToComposition.lean	noise_to_composition	theorem	REDUCED	REDUCED	—
NoiseToComposition.lean	noise_to_density	theorem	REDUCED	REDUCED	—
NoiseToComposition.lean	noise_to_temperatureGap	theorem	REDUCED	REDUCED	—
NoiseToComposition.lean	tempResponseErrorBoundOfGap_mono	theorem	PURE-MATH	PURE-MATH	—
NoiseToComposition.lean	tempResponseErrorBound_eq_ofGap	theorem	PURE-MATH	PURE-MATH	—
NonLTEKinetics.lean	abs_log_departure_le	theorem	PURE-MATH	PURE-MATH	—
NonLTEKinetics.lean	departureCoeffNe_le_one	theorem	PURE-MATH	PURE-MATH	—
NonLTEKinetics.lean	departureCoeffNe_nonneg	theorem	PURE-MATH	PURE-MATH	—
NonLTEKinetics.lean	departureCoeffNe_strictMonoOn_ne	theorem	PURE-MATH	PURE-MATH	—
NonLTEKinetics.lean	departureCoeffNe_tendsto_one	theorem	REDUCED	REDUCED	—
NonLTEKinetics.lean	departureCoeff_le_one	theorem	PURE-MATH	PURE-MATH	—
NonLTEKinetics.lean	departureCoeff_pos	theorem	PURE-MATH	PURE-MATH	—
NonLTEKinetics.lean	departure_threshold_iff	theorem	REDUCED	REDUCED	—
NonLTEKinetics.lean	mcwhirter_forces_departure	theorem	EXACT	EXACT	—
NonLTEKinetics.lean	nonlte_density_error	theorem	REDUCED	REDUCED	—
NonLTEKinetics.lean	nonlte_ordinate_shift	theorem	EXACT	EXACT	—
NonLTEKinetics.lean	nonlte_temp_error	theorem	REDUCED	REDUCED	—
NonLTEKinetics.lean	nonlte_temp_error_uniform	theorem	REDUCED	REDUCED	—
NonLTEKinetics.lean	one_sub_departureCoeffNe	theorem	PURE-MATH	PURE-MATH	—
NonLTEKinetics.lean	two_level_balance	theorem	REDUCED	REDUCED	—
NonlinearLeastSquares.lean	Nsection_minimizer_unique	theorem	REDUCED	REDUCED	—
NonlinearLeastSquares.lean	clean_residual_ratio	theorem	EXACT	REDUCED	lineIntensity
NonlinearLeastSquares.lean	joint_onManifold_unique	theorem	EXACT	REDUCED	lineIntensity
NonlinearLeastSquares.lean	lineIntensity_linear_in_N	theorem	EXACT	REDUCED	lineIntensity
NonlinearLeastSquares.lean	nlObjective_Nsection_decomposition	theorem	PURE-MATH	PURE-MATH	—
NonlinearLeastSquares.lean	nlObjective_Nsection_lt_of_ne	theorem	REDUCED	REDUCED	—
NonlinearLeastSquares.lean	nlObjective_continuousOn	theorem	PURE-MATH	PURE-MATH	—
NonlinearLeastSquares.lean	nlObjective_eq_sq_sum	theorem	PURE-MATH	PURE-MATH	—
NonlinearLeastSquares.lean	nlObjective_eq_zero_iff	theorem	PURE-MATH	PURE-MATH	—
NonlinearLeastSquares.lean	nlObjective_exists_min	theorem	REDUCED	REDUCED	—
NonlinearLeastSquares.lean	nlObjective_onManifold_min	theorem	EXACT	REDUCED	lineIntensity
NonlinearLeastSquares.lean	profiledDensity_denom_pos	theorem	PURE-MATH	PURE-MATH	—
NonlinearLeastSquares.lean	profiledDensity_isMinOn_Nsection	theorem	REDUCED	REDUCED	—
NonlinearLeastSquares.lean	profiledDensity_onManifold	theorem	PURE-MATH	PURE-MATH	—
NonlinearLeastSquares.lean	profiledRatioResidual_diff	theorem	PURE-MATH	PURE-MATH	—
NonlinearLeastSquares.lean	profiledResidual_metric_bound	theorem	REDUCED	REDUCED	—
NonlinearLeastSquares.lean	profiledResidual_minimizer_trapped	theorem	REDUCED	REDUCED	—
NonlinearLeastSquares.lean	profiledResidual_nearManifold_bound	theorem	REDUCED	REDUCED	—
NonlinearLeastSquares.lean	profiledResidual_not_injective_m3	theorem	PURE-MATH	PURE-MATH	—
NonlinearLeastSquares.lean	profiledResidual_of_orthogonal	theorem	PURE-MATH	PURE-MATH	—
NonlinearLeastSquares.lean	profiledResidual_stability_in_obs	theorem	REDUCED	REDUCED	—
NonlinearLeastSquares.lean	profiledResidual_true_strict_lt	theorem	REDUCED	REDUCED	—
NonlinearLeastSquares.lean	profiledResidual_two_closed_form	theorem	PURE-MATH	PURE-MATH	—
NonlinearLeastSquares.lean	profiledResidual_two_eq_ratio	theorem	PURE-MATH	PURE-MATH	—
NonlinearLeastSquares.lean	profiledResidual_two_strictAntiOn	theorem	REDUCED	REDUCED	—
NonlinearLeastSquares.lean	profiledResidual_two_strictMonoOn	theorem	REDUCED	REDUCED	—
NonlinearLeastSquares.lean	profiledT_offManifold_unique	theorem	EXACT	REDUCED	lineIntensity
NonlinearLeastSquares.lean	profiledT_onManifold_unique	theorem	EXACT	REDUCED	lineIntensity
NonlinearLeastSquares.lean	profiledT_two_offManifold_box_unique	theorem	REDUCED	REDUCED	—
NonlinearLeastSquares.lean	profiledT_two_offManifold_unique	theorem	EXACT	REDUCED	lineIntensity
NonlinearLeastSquares.lean	profiledT_two_onManifold_unique	theorem	EXACT	REDUCED	lineIntensity
NonlinearLeastSquares.lean	two_ratio_diff	theorem	EXACT	REDUCED	lineIntensity
OLS.lean	boltzmannConditionNumber_ge_one	theorem	PURE-MATH	PURE-MATH	—
OLS.lean	centeredDesignNormalMatrix_eq_diagonal	theorem	PURE-MATH	PURE-MATH	—
OLS.lean	centeredScaledDesign_orthonormal	theorem	PURE-MATH	PURE-MATH	—
OLS.lean	centeredSolve_perturbation	theorem	PURE-MATH	PURE-MATH	—
OLS.lean	centeredSolve_relative_condition	theorem	PURE-MATH	PURE-MATH	—
OLS.lean	centered_mul_self	theorem	PURE-MATH	PURE-MATH	—
OLS.lean	centered_sum_zero	theorem	PURE-MATH	PURE-MATH	—
OLS.lean	designNormalMatrix_det_ne_zero_iff	theorem	REDUCED	REDUCED	—
OLS.lean	det_centeredDesignNormalMatrix	theorem	PURE-MATH	PURE-MATH	—
OLS.lean	det_designNormalMatrix	theorem	PURE-MATH	PURE-MATH	—
OLS.lean	det_jointDesignNormalMatrix	theorem	PURE-MATH	PURE-MATH	—
OLS.lean	jointDesign_det_pos_iff	theorem	REDUCED	REDUCED	—
OLS.lean	mean_affine	theorem	PURE-MATH	PURE-MATH	—
OLS.lean	olsSlope_eq_centered	theorem	PURE-MATH	PURE-MATH	—
OLS.lean	olsSlope_noise_gain	theorem	PURE-MATH	PURE-MATH	—
OLS.lean	olsSlope_sub_eq	theorem	PURE-MATH	PURE-MATH	—
OLS.lean	ols_recovers_line	theorem	PURE-MATH	PURE-MATH	—
OLSConditioning.lean	designNormalMatrix_coercive	theorem	PURE-MATH	PURE-MATH	—
OLSIdentifiability.lean	boltzmannDesign_mulVec_apply	theorem	PURE-MATH	PURE-MATH	—
OLSIdentifiability.lean	boltzmannDesign_mulVec_eq_zero	theorem	PURE-MATH	PURE-MATH	—
OLSIdentifiability.lean	boltzmannDesign_mulVec_injective	theorem	PURE-MATH	PURE-MATH	—
OLSIdentifiability.lean	boltzmannDesign_mulVec_injective_iff	theorem	PURE-MATH	PURE-MATH	—
OLSIdentifiability.lean	boltzmannDesign_mulVec_injective_iff_det	theorem	PURE-MATH	PURE-MATH	—
OLSIdentifiability.lean	boltzmannDesign_mulVec_injective_iff_pos_var	theorem	PURE-MATH	PURE-MATH	—
OLSIdentifiability.lean	boltzmannDesign_mulVec_not_injective_of_forall_eq	theorem	PURE-MATH	PURE-MATH	—
OLSIdentifiability.lean	boltzmann_params_unique	theorem	PURE-MATH	PURE-MATH	—
OLSIdentifiability.lean	exists_distinct_iff_pos_var	theorem	PURE-MATH	PURE-MATH	—
OLSIdentifiability.lean	twoLine_boltzmannDesign_injective_of_hEdist	theorem	PURE-MATH	PURE-MATH	—
OLSIdentifiability.lean	twoLine_design_injective_of_distinct	theorem	PURE-MATH	PURE-MATH	—
OpacityBroadening.lean	coreHalfLevel_le_half	theorem	REDUCED	REDUCED	—
OpacityBroadening.lean	coreHalfLevel_lt_half	theorem	REDUCED	REDUCED	—
OpacityBroadening.lean	coreHalfLevel_pos	theorem	REDUCED	REDUCED	—
OpacityBroadening.lean	coreHalfLevel_strictAntiOn	theorem	REDUCED	REDUCED	—
OpacityBroadening.lean	emergentProfile_half_iff	theorem	REDUCED	REDUCED	—
OpacityBroadening.lean	flatProfile_intensity_saturates_width_does_not	theorem	REDUCED	REDUCED	—
OpacityBroadening.lean	halfSA_le_coreHalfLevel	theorem	REDUCED	APPROXIMATION	selfAbsorptionFactor
OpacityBroadening.lean	halfWidth_broadens	theorem	REDUCED	REDUCED	—
OpacityBroadening.lean	halfWidth_mono_tau	theorem	REDUCED	REDUCED	—
OpacityBroadening.lean	kOpacOf_le_of_le	theorem	REDUCED	APPROXIMATION	selfAbsorptionFactor
OpacityBroadening.lean	kOpacOf_strictMonoOn	theorem	REDUCED	APPROXIMATION	selfAbsorptionFactor
OpacityBroadening.lean	kOpacOf_tendsto_one	theorem	REDUCED	APPROXIMATION	selfAbsorptionFactor
OpacityBroadening.lean	kOpacOf_two_bounds	theorem	REDUCED	APPROXIMATION	selfAbsorptionFactor
OpacityBroadening.lean	kOpacOf_zero	theorem	REDUCED	APPROXIMATION	selfAbsorptionFactor
OpacityBroadening.lean	lorentzShape_hwhm	theorem	PURE-MATH	PURE-MATH	—
OpacityBroadening.lean	lorentzShape_strictAntiOn	theorem	PURE-MATH	PURE-MATH	—
OpacityBroadening.lean	lorentzShape_widthRatio	theorem	REDUCED	REDUCED	—
OpacityBroadening.lean	lorentzShape_zero	theorem	PURE-MATH	PURE-MATH	—
OpacityBroadening.lean	lorentzWidthRatio_le_kOpacOf	theorem	REDUCED	APPROXIMATION	selfAbsorptionFactor
OpacityBroadening.lean	lorentzWidthRatio_tendsto_one	theorem	REDUCED	REDUCED	—
OpacityBroadening.lean	lorentzWidthRatio_two_bounds	theorem	REDUCED	REDUCED	—
OpacityBroadening.lean	lorentzWidthRatio_two_lower	theorem	REDUCED	REDUCED	—
OpacityBroadening.lean	one_le_kOpacOf	theorem	REDUCED	APPROXIMATION	selfAbsorptionFactor
OpacityBroadening.lean	one_lt_lorentzWidthRatio	theorem	REDUCED	REDUCED	—
OpacityBroadening.lean	starkOpacity_certificate_sound_of_tau	theorem	REDUCED	APPROXIMATION	selfAbsorptionFactor
OpacityBroadening.lean	starkOpacity_certificate_sound_of_tau_le	theorem	REDUCED	APPROXIMATION	selfAbsorptionFactor
OpacityBroadening.lean	stark_widthObs_le_budget	theorem	REDUCED	APPROXIMATION	selfAbsorptionFactor
OpticalDepth.lean	csigma_density_droop_bound	theorem	APPROXIMATION	APPROXIMATION	—
OpticalDepth.lean	csigma_density_injOn	theorem	APPROXIMATION	APPROXIMATION	—
OpticalDepth.lean	effectiveCrossSection_pos	theorem	PURE-MATH	PURE-MATH	—
OpticalDepth.lean	lineIntensity_div_opticalDepth	theorem	REDUCED	REDUCED	—
OpticalDepth.lean	lineIntensity_eq_source_mul_opticalDepth	theorem	REDUCED	REDUCED	—
OpticalDepth.lean	lteSourceStrength_pos	theorem	PURE-MATH	PURE-MATH	—
OpticalDepth.lean	no_density_alias_of_boundOpticalDepth	theorem	REDUCED	APPROXIMATION	selfAbsorbedIntensity
OpticalDepth.lean	opticalDepth_div_lineIntensity	theorem	REDUCED	REDUCED	—
OpticalDepth.lean	opticalDepth_div_lineIntensity_strictAntiOn_temperature	theorem	REDUCED	REDUCED	—
OpticalDepth.lean	opticalDepth_eq_csigma	theorem	PURE-MATH	PURE-MATH	—
OpticalDepth.lean	opticalDepth_eq_linear	theorem	PURE-MATH	PURE-MATH	—
OpticalDepth.lean	opticalDepth_knownTauCert	theorem	REDUCED	REDUCED	—
OpticalDepth.lean	opticalDepth_pos	theorem	REDUCED	REDUCED	—
OpticalDepth.lean	opticalDepth_strictMono_density	theorem	REDUCED	REDUCED	—
OpticalDepth.lean	thickLineIntensity_eq_slab	theorem	REDUCED	APPROXIMATION	selfAbsorbedIntensity
OpticalDepth.lean	thickLineIntensity_injOn	theorem	REDUCED	APPROXIMATION	selfAbsorbedIntensity
OpticalDepth.lean	thickLineIntensity_strictMonoOn	theorem	REDUCED	APPROXIMATION	selfAbsorbedIntensity
OpticalDepthBridge.lean	boundOpticalDepth_lumped_alias	theorem	REDUCED	APPROXIMATION	selfAbsorbedIntensity
OpticalDepthBridge.lean	boundSelfAbsorptionFactor_strictAntiOn_density	theorem	REDUCED	APPROXIMATION	selfAbsorptionFactor
OpticalDepthBridge.lean	effectiveCrossSection_lt_of_energy_lt	theorem	REDUCED	REDUCED	—
OpticalDepthBridge.lean	lteSourceStrength_ratio_calibration_free	theorem	PURE-MATH	PURE-MATH	—
OpticalDepthBridge.lean	thickLineIntensity_eq_cogIntensity	theorem	REDUCED	APPROXIMATION	selfAbsorbedIntensity
OpticalDepthBridge.lean	thickLineIntensity_lt_lineIntensity_of_pos_density	theorem	REDUCED	APPROXIMATION	selfAbsorbedIntensity
OpticalDepthBridge.lean	thickLineIntensity_ratio_eq_source_mul_cogRatio	theorem	REDUCED	APPROXIMATION	selfAbsorbedIntensity
OpticalDepthBridge.lean	thickLineIntensity_ratio_injOn_density	theorem	REDUCED	APPROXIMATION	selfAbsorbedIntensity
OpticalDepthBridge.lean	thickLineIntensity_ratio_strictAntiOn_density	theorem	REDUCED	APPROXIMATION	selfAbsorbedIntensity
OuterLoopModelB.lean	outerLoop_contracts	theorem	REDUCED	REDUCED	—
PartialLTE.lean	lteValid_iff_thermalized	theorem	REDUCED	REDUCED	—
PartialLTE.lean	mcwhirter_iff_thermalizationLimit	theorem	REDUCED	REDUCED	—
PartialLTE.lean	thermalizationLimit_antitone_T	theorem	PURE-MATH	PURE-MATH	—
PartialLTE.lean	thermalizationLimit_mono_ne	theorem	PURE-MATH	PURE-MATH	—
PartialLTE.lean	thermalizationLimit_pos	theorem	PURE-MATH	PURE-MATH	—
PartialLTE.lean	thermalized_recovers_gap	theorem	REDUCED	REDUCED	—
PartitionLipschitz.lean	partitionFunction_lipschitz_temp	theorem	REDUCED	REDUCED	—
PartitionLipschitz.lean	partitionFunction_relative_error_temp	theorem	REDUCED	REDUCED	—
PartitionLipschitz.lean	partitionFunction_two_point_bound	theorem	REDUCED	REDUCED	—
ProfiledTUniqueness.lean	joint_twoLevel_box_isStrictMin	theorem	REDUCED	REDUCED	—
ProfiledTUniqueness.lean	joint_twoLevel_box_minimizer_unique	theorem	REDUCED	REDUCED	—
ProfiledTUniqueness.lean	joint_two_box_isStrictMin	theorem	REDUCED	REDUCED	—
ProfiledTUniqueness.lean	joint_two_box_minimizer_unique	theorem	REDUCED	REDUCED	—
ProfiledTUniqueness.lean	profiledResidual_eq_rayleigh	theorem	PURE-MATH	PURE-MATH	—
ProfiledTUniqueness.lean	profiledResidual_twoLevel_Tstar_isStrictMin	theorem	REDUCED	REDUCED	—
